"";"Horodateur";"Gender";"Age";"Country";"Highest level of education attained";"Have you ever been diving or snorkeling?";"How would you evaluate your knowledge of coral reefs?";"Do you have problems with color perception?";"If you wish to exercise your right of withdrawal, please contact Gita ALISA gitaalisa0808@gmail.com with the following code :"
"1995";2023-07-02;"Male";25;"Belgium";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_2f947a651af46c132615a2df95ee204e"
"1996";2023-07-02;"Male";27;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"Yes";"C_15_judge_d185eaa64bd5faee6661a6c39292cf22"
"1997";2023-07-02;"Female";40;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Poor";"No";"C_15_judge_188cf590f48a4fb6f0923aabbcccffbf"
"1998";2023-07-03;"Female";22;"Indonesia";"High school graduate";"Both diving and snorkeling";"Low";"No";"C_15_judge_a3765be4b61a418503c891f048e986ca"
"1999";2023-07-03;"Male";25;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_48ef3b1e13ce791082aa6fa68839244a"
"2000";2023-07-03;"Female";29;"Switzerland";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_15fdd347d75e5d76a50157af6085d3af"
"2001";2023-07-03;"Female";25;"United Kingdom";"Doctoral or Professional degree";"Never";"Low";"No";"C_15_judge_c88f28a89773af001338bed3991f856d"
"2002";2023-07-03;"Female";39;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_63e1b311c346091c73e1c96e9c05a5c7"
"2003";2023-07-03;"Male";45;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_6059f9db9f6a4687f7b7eec91e24e9e5"
"2004";2023-07-03;"Female";32;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_5b32a69c9ed65e870380b4b311a27297"
"2005";2023-07-03;"Female";27;"United Kingdom";"Master's degree";"Never";"Poor";"No";"C_15_judge_46f62e4bf1ecee5dc10fd4021a48e2aa"
"2006";2023-07-03;"Female";24;"United Kingdom";"Master's degree";"Never";"Poor";"No";"C_15_judge_e3d874e4f1871d03f478896bf8cf5ce9"
"2007";2023-07-03;"Female";40;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Average";"No";"C_15_judge_7d2e1d03ed69e7496caa43709620d5a5"
"2008";2023-07-03;"Male";31;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_4e2d4e6f3fd5afe2dc6cc92bc3e49b30"
"2009";2023-07-03;"Female";35;"Sri Lanka";"Doctoral or Professional degree";"Only snorkeling";"Average";"No";"C_15_judge_657c05bef9bc13bace09b50843eed76f"
"2010";2023-07-03;"Female";34;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_2ca6390761d64414a0bc671ca146a5fe"
"2011";2023-07-03;"Female";34;"Brazil";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_dd405dc04098e7210f451cbbd9be92c9"
"2012";2023-07-03;"Male";54;"Australia";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_286b1a9119f2b69962c88d87510d5d4b"
"2013";2023-07-03;"Female";34;"United Kingdom";"Doctoral or Professional degree";"Never";"Low";"No";"C_15_judge_bc373c26f89f9927b9511f69f9f8152e"
"2014";2023-07-03;"Female";39;"United Kingdom";"Doctoral or Professional degree";"Never";"Poor";"No";"C_15_judge_7fa1a54e6ad341b3bff6a8db67356736"
"2015";2023-07-03;"Female";37;"United Kingdom";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_92c67d4f161ddaacc6131d0f2b654a6a"
"2016";2023-07-03;"Male";27;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_a04552f7515ea7d463505f0b69aa946c"
"2017";2023-07-03;"Male";49;"Timor-Leste";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_14dbc29da56fb8769bee7900d76cf1d3"
"2018";2023-07-03;"Female";32;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_997ca0a1401b0f7bb32c20a9cb3c8db4"
"2019";2023-07-03;"Male";26;"United Kingdom";"Master's degree";"Never";"Poor";"No";"C_15_judge_e251c9cd9d917f82e8d230c20efeb9bd"
"2020";2023-07-03;"Male";58;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_7cd475e66c920853e2e03dd78f4a7539"
"2021";2023-07-03;"Female";29;"Switzerland";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_c0b618d3ca76a23d0053c6b9f53d5574"
"2022";2023-07-03;"Female";40;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_1306a5a34c94125606e0249027aab76e"
"2023";2023-07-03;"Female";29;"United Kingdom";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_fa8b9716a8c4e4c56bba065e5df7ec34"
"2024";2023-07-03;"Male";24;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_a18d2004226207d79c050fd562b0f282"
"2025";2023-07-03;"Male";46;"France";"Doctoral or Professional degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_3b8722646f9066c2d47b8aaa746e7b4a"
"2026";2023-07-03;"Female";24;"United Kingdom";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_5fbb68c2053962c1e3a38ab1774a9465"
"2027";2023-07-03;"Male";67;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_9989cb970fa5156100cc209201c3c217"
"2028";2023-07-03;"Female";23;"Indonesia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_3760f44d790545b8d5b81cdcf0eee860"
"2029";2023-07-03;"Female";29;"Ireland";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e1128f40b949d177a3e7847f8fc33f43"
"2030";2023-07-03;"Female";65;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_83155a42b37e4687d5738750c62ea1e2"
"2031";2023-07-03;"Female";32;"United Kingdom";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_94f84578f1e0749a30dafe3f53c9167a"
"2032";2023-07-04;"Female";67;"United Kingdom";"Master's degree";"Never";"Low";"No";"C_15_judge_825a093fb244e523ed8579f35306c557"
"2033";2023-07-04;"Female";21;"France";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_f21589855a65fda868d81a38011bf1e8"
"2034";2023-07-04;"Female";29;"United Kingdom";"Doctoral or Professional degree";"Only snorkeling";"Poor";"No";"C_15_judge_f137928f3d1376916b4059cd65bafc4f"
"2035";2023-07-04;"Female";27;"Australia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_985699850492f4ab61e8ca7ae8ccf411"
"2036";2023-07-04;"Male";52;"United Kingdom";"Professional certificate";"Never";"Low";"No";"C_15_judge_722cd92f51dbe427dc2e0220b2535ba8"
"2037";2023-07-04;"Female";25;"United Republic Of Tanzania";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_ceb701433d64854802de76fcdbcc6ea3"
"2038";2023-07-04;"Female";38;"Vanuatu";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_8afdaca6165f36705452ac1900eba4eb"
"2039";2023-07-04;"Female";45;"United Kingdom";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_f7f5888f124537232e2010813321bb96"
"2040";2023-07-04;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_85307d39c21a4f55983ad6a83e6448a0"
"2041";2023-07-04;"Female";23;"Australia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_0234ce1fe1f7bc23d25183db37b70e65"
"2042";2023-07-04;"Male";55;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_e4451d10a6847b8203e782673c7bf500"
"2043";2023-07-04;"Male";54;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_db91946f5750950b358770e88837d90c"
"2044";2023-07-04;"Female";19;"United Kingdom";"High school graduate";"Only diving";"Average";"No";"C_15_judge_99f19d012bc1db8740dee0a57038cdc6"
"2045";2023-07-05;"Female";60;"United Kingdom";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_e26a99baf7e5d319835b011b79614b4a"
"2046";2023-07-05;"Female";19;"United Kingdom";"High school graduate";"Only snorkeling";"Average";"No";"C_15_judge_21b3e01c3d84a3327116591708551ddd"
"2047";2023-07-05;"Female";25;"Indonesia";"Master's degree";"Only diving";"Low";"No";"C_15_judge_5949e6d548aff6175e192eafdf41ee2a"
"2048";2023-07-05;"Male";24;"Indonesia";"Professional certificate";"Only diving";"Low";"No";"C_15_judge_a38656833c64f3fb3236b9b0b29c6fbf"
"2049";2023-07-05;"Female";22;"United Kingdom";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_033414a7576b7d32935273d9ec7c153f"
"2050";2023-07-05;"Female";21;"United Kingdom";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_70eb8737a5fe8231545b92f9df60d63b"
"2051";2023-07-05;"Female";31;"France";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_d5f5ddb427bda86e7a29987e1119b1dd"
"2052";2023-07-05;"Female";24;"Indonesia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_aadc7b59a5717ef3ca98fabb03b73c02"
"2053";2023-07-05;"Female";32;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_adfcb393271a5ee390a1e4230aa706da"
"2054";2023-07-05;"Female";26;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e0fce7fbc0d47dcbc3ee7f468c833c22"
"2055";2023-07-05;"Female";22;"Australia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Excellent";"No";"C_15_judge_c6e08acba44017931b676ad17d02cad2"
"2056";2023-07-05;"Female";49;"Australia";"Professional certificate";"Never";"Poor";"No";"C_15_judge_acb71232868b4e80fa8c7949d9f3417a"
"2057";2023-07-05;"Female";22;"United Kingdom";"Associate's and/or Bachelor's degree";"Never";"Good";"No";"C_15_judge_b7edd25aa1b9e7c401938e07ee9a4fc2"
"2058";2023-07-05;"Female";52;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_e6948af0907c9fc987d3340d466dd24b"
"2059";2023-07-05;"Male";52;"United States";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_d0ce5e705aaba7b875502fdd95289dc2"
"2060";2023-07-05;"Female";27;"Indonesia";"Master's degree";"Never";"Low";"No";"C_15_judge_0243e52d9d788f8059e691766bdf7918"
"2061";2023-07-05;"Female";24;"Indonesia";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_74978ca642f38301b7b006e772943839"
"2062";2023-07-05;"Female";23;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_9483150a8c2fe6ea092411ff1db879ef"
"2063";2023-07-05;"Male";29;"Indonesia";"Doctoral or Professional degree";"Both diving and snorkeling";"Poor";"No";"C_15_judge_521afc72c184d3d3758eaa4880b1d514"
"2064";2023-07-05;"Female";19;"France";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_7d0d2c1080dbe684f056b2faaab99ddc"
"2065";2023-07-05;"Female";16;"United States";"None";"Only snorkeling";"Average";"No";"C_15_judge_963f713f79e72d34840e0d0c8be17be9"
"2066";2023-07-05;"Female";22;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_e99859badc73d3bb588ed640333fd7f7"
"2067";2023-07-05;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_e5d77727ac1ee03ab2fc3eb07a3f4cdd"
"2068";2023-07-05;"Male";23;"Indonesia";"Master's degree";"Never";"Low";"No";"C_15_judge_f5142e14c813c74ca5adf666e6a27704"
"2069";2023-07-05;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_fa98fc16e11f815491c77b191affe15a"
"2070";2023-07-05;"Female";24;"Indonesia";"Master's degree";"Only snorkeling";"Average";"Yes";"C_15_judge_20e1c1087a4e21e62bb64979d15b479c"
"2071";2023-07-05;"Female";36;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_7787593672f527b7545b3deb07023222"
"2072";2023-07-05;"Male";22;"Indonesia";"High school graduate";"Both diving and snorkeling";"Good";"No";"C_15_judge_4054f43d22fb6a45f5e455d7b0833ef6"
"2073";2023-07-05;"Male";31;"Indonesia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_38330c29f0388878a22752e88a2ac1c8"
"2074";2023-07-05;"Female";23;"Indonesia";"Master's degree";"Never";"Low";"No";"C_15_judge_623ebada2cded36f00a9ea7889ae3893"
"2075";2023-07-05;"Male";26;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Average";"Yes";"C_15_judge_7a96247767b94cb0d6cb9284eb66ea9f"
"2076";2023-07-05;"Male";78;"United Kingdom";"Master's degree";"Only snorkeling";"Poor";"No";"C_15_judge_352c59f905ce3df60a1709ec9b30a9d8"
"2077";2023-07-05;"Female";33;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_c4aa853a1c771177b6923e5811a73c0e"
"2078";2023-07-06;"Male";42;"United Kingdom";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_5c4a368beb9ca3348ee4b58a18b93eaf"
"2079";2023-07-06;"Male";36;"New Zealand";"Professional certificate";"Only snorkeling";"Poor";"No";"C_15_judge_a7f19947fa82331f79926212fb3f1682"
"2080";2023-07-06;"Female";38;"Canada";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_17aae51f451d139d5329c90cf5548238"
"2081";2023-07-06;"Male";32;"New Zealand";"Doctoral or Professional degree";"Both diving and snorkeling";"Poor";"No";"C_15_judge_243d3b776b13c7323c840b4e27c7377c"
"2082";2023-07-06;"Female";32;"New Zealand";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_d755c0d707fafd0d3f361f34fed0075e"
"2083";2023-07-06;"Female";57;"United Kingdom";"None";"Never";"Low";"No";"C_15_judge_831adb1d03da510a64bbe02d480fd9ec"
"2084";2023-07-06;"Female";22;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_0ce825f45682259801c6f2a9278f60b6"
"2085";2023-07-06;"Female";30;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_ce326841c06c325df5acace2181a6e2a"
"2086";2023-07-06;"Female";30;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b680f746ce1f2c74d8def8b6628b2da4"
"2087";2023-07-06;"Female";60;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_c15e9dbe78afe15e2a81d6f132543a06"
"2088";2023-07-06;"Male";57;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_2c4e533f8a368a0ee91b046eacef1a21"
"2089";2023-07-06;"Female";39;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_284bc149d663c55200bf5cc0afeeec8d"
"2090";2023-07-06;"Female";31;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_974ce03aef65c9bdad46928ea9239c19"
"2091";2023-07-06;"Male";36;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_5751f77d2d01dd4a785dbaf9f96b52eb"
"2092";2023-07-06;"Male";30;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_c8d1f39011d2f34e92b6e33239a8127a"
"2093";2023-07-06;"Male";68;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_d762f4a59934acd3bd80777f5b7d6cf1"
"2094";2023-07-06;"Male";38;"Denmark";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_33e4fa74e3e86590a4cf1fb0a3fd0e8b"
"2095";2023-07-06;"Male";43;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_aecb3e0c45ce9542ad7d1d3d1dd5f88b"
"2096";2023-07-06;"Female";46;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_2c0987728ec515eb33985daa71778b6d"
"2097";2023-07-06;"Male";34;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_4edb4f41576301ec99414c541ca15007"
"2098";2023-07-06;"Male";49;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_d725c8fd5f2a5848bd9d99d5e9cacdbc"
"2099";2023-07-06;"Female";40;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_39e3bd8aad054f799128647174897728"
"2100";2023-07-06;"Female";33;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_0d928b3fe3f761dd6b5ec068b50913ac"
"2101";2023-07-06;"Female";24;"United Kingdom";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_b2d6c01e9874e305cf2ce2269a1e6efc"
"2102";2023-07-06;"Female";35;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_88041b0ccd7ffc4f6be56eeb29466470"
"2103";2023-07-06;"Female";21;"United States";"High school graduate";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_01e5e080f40b8f913769f38db87d145f"
"2104";2023-07-06;"Female";56;"Australia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_ca8035783539936d541309a0abcb466f"
"2105";2023-07-06;"Female";24;"Australia";"Master's degree";"Only snorkeling";"Excellent";"No";"C_15_judge_57e0396ec255b0bfbe6a048dfeb8f768"
"2106";2023-07-06;"Male";31;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_14dfed446575429a2548afdf61cfe846"
"2107";2023-07-06;"Male";26;"United States";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_71a821e4c63ff645d12663663d9aaa62"
"2108";2023-07-06;"Female";49;"United States";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_4670fb86995372346eb27b3749cf7b14"
"2109";2023-07-06;"Female";20;"United States";"High school graduate";"Both diving and snorkeling";"Average";"No";"C_15_judge_8b502da7034e78625f0231dd5b82c120"
"2110";2023-07-06;"Female";31;"Mexico";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_ab83202e4085b5ba27b31b6a2848a0f0"
"2111";2023-07-06;"Female";28;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_e5d8b58fa8063d8693893b3761fb19a1"
"2112";2023-07-06;"Male";28;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_a3329817defcf4f63e1cc27d083c28fb"
"2113";2023-07-06;"Male";26;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_59fa2665ca70c7fb7163ea4c71f7b4f7"
"2114";2023-07-06;"Female";26;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_a97ab2afaca4c61024555a3e0078e48e"
"2115";2023-07-06;"Male";23;"United States";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_a294e3ead662a1c71797fd5b18eb0e5c"
"2116";2023-07-06;"Female";28;"Australia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_d8a349444585fa1b7983f0130ce9c55f"
"2117";2023-07-06;"Female";27;"United States";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_3491e4761f1ea81cdec8d1a7609789dc"
"2118";2023-07-06;"Male";38;"United States";"Doctoral or Professional degree";"Only snorkeling";"Average";"No";"C_15_judge_c39119e6f7927dee8dac236384be5ef0"
"2119";2023-07-06;"Female";63;"Norfolk Island";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b85be7ac8b1e5385a303cfd02028d3f0"
"2120";2023-07-06;"Female";26;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_070f019f5cd87b04272f776877415ff2"
"2121";2023-07-06;"Female";25;"United States";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_af99012e19a94b9936c355e3ab06fcc2"
"2122";2023-07-06;"Female";33;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_1d67e07b9a23f48346d955d4915ac76a"
"2123";2023-07-06;"Female";22;"United States";"High school graduate";"Never";"Poor";"No";"C_15_judge_16c13b8077dd78d83a841e52881b90b3"
"2124";2023-07-06;"Female";21;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_7f992c8ab7794dd6fd1c0abbdddd5e0f"
"2125";2023-07-06;"Male";22;"United States";"High school graduate";"Only snorkeling";"Poor";"No";"C_15_judge_d69cbec79558bf16b460b0788a71875c"
"2126";2023-07-06;"Male";44;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_8353642a277b96b0b8ffa6725ea3054e"
"2127";2023-07-06;"Female";35;"United States";"Doctoral or Professional degree";"Only snorkeling";"Average";"No";"C_15_judge_8f2a5e330a0bfd72ae98031c59096ff3"
"2128";2023-07-06;"Female";28;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_755b93245cc7c6f1b619a17a651267d0"
"2129";2023-07-06;"Female";27;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_f4c3cc8ef2fda5e571dbf2c54dfaaf7e"
"2130";2023-07-06;"Female";58;"United States";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_ac48846bb1083056a38cac89c7bf2ea5"
"2131";2023-07-06;"Female";32;"United States";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_9bfde1f2700439bbdfff1d70cee3e0e1"
"2132";2023-07-06;"Female";58;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_631504f9e250a4d3a7cbc02cce2032a8"
"2133";2023-07-06;"Female";24;"United States";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_0e9a3776b1cbf7ded532de2a5601e4d3"
"2134";2023-07-06;"Female";59;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b44e6e266bdf3fed639354ca76e277d0"
"2135";2023-07-06;"Female";49;"United States";"Doctoral or Professional degree";"Only snorkeling";"Low";"No";"C_15_judge_d2fdd5b37c25a548c1e2e5f798b7ec98"
"2136";2023-07-06;"Female";37;"United States";"High school graduate";"Only snorkeling";"Low";"No";"C_15_judge_1258c284d80aeeb5d660cdd622b1edd0"
"2137";2023-07-06;"Male";37;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_a671d6b466d0a2f0389c75d03337f311"
"2138";2023-07-06;"Female";29;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_3fde1af13371a0a5ad805f5cd33cf469"
"2139";2023-07-06;"Female";34;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_0c75032641090c313c948bbde83c9a1d"
"2140";2023-07-07;"Female";32;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_61db6e6697312fd1de44a8a2c1c95dd2"
"2141";2023-07-07;"Female";31;"Australia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_544adb131c24500d07a86ce8c34fb257"
"2142";2023-07-07;"Female";23;"Australia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_cb88a60a90b740a4455b18d3c16e1bcc"
"2143";2023-07-07;"Female";46;"United States";"Master's degree";"Never";"Low";"No";"C_15_judge_27c007d860438e96a2f7ae3b83402347"
"2144";2023-07-07;"Female";43;"Australia";"Doctoral or Professional degree";"Only snorkeling";"Good";"No";"C_15_judge_045ed12489e885489b8754180682658a"
"2145";2023-07-07;"Female";35;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_37f9789b57e363317d7842d96c038fbb"
"2146";2023-07-07;"Female";67;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_571cc642af0e47e46d66b30b55c1cb6f"
"2147";2023-07-07;"Male";48;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_a4917593911ce80499978fa007a031f4"
"2148";2023-07-07;"Female";22;"United States";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_78cd1a2c4a2dd09fe91aebad7b033b80"
"2149";2023-07-07;"Female";44;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_9891e48557f91c0fa9e2c1949eaa5b69"
"2150";2023-07-07;"Female";29;"United States";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_83ade2bbe610785edd0c9677a8905d0a"
"2151";2023-07-07;"Female";31;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_857aef4d30639590e7e7f4410bdb2b7c"
"2152";2023-07-07;"Female";30;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_ef345d8bb5f0310a8b3f56ce2197da7a"
"2153";2023-07-07;"Female";26;"Australia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_7cbe02ba8a898eb48a686502aad1647a"
"2154";2023-07-07;"Male";34;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_66342c9c96ee4cd6cf920a5947396b62"
"2155";2023-07-07;"Male";41;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_7a811a1f7edf69f2dad564db18ac81ec"
"2156";2023-07-07;"Female";37;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_7c54525cc05de1baec8be3a61555732e"
"2157";2023-07-07;"Female";32;"Australia";"Doctoral or Professional degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_70d7a87462839ae79abc691c80729428"
"2158";2023-07-07;"Female";26;"Australia";"Master's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_6ccd44af9f9cb0c3e0b5a71b997a23f2"
"2159";2023-07-07;"Other";22;"United States";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_f100515df47fa83502a164fbc436f8bc"
"2160";2023-07-07;"Male";35;"El Salvador";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_c0653b2c5f9d53dbc5121281168e59b2"
