"";"Horodateur";"Genre";"Age";"Pays";"Plus haut niveau d'étude";"Avez-vous déjà fait de la plongée (bouteille et/ou masque et tuba)";"Comment évaluez-vous vos connaissances sur les récifs coralliens ?";"Avez vous des problèmes avec les perception des couleurs ?";"Si vous souhaitez exercer votre droit de rétractation, veuillez contacter Gita ALISA gitaalisa0808@gmail.com avec le code suivant :"
"468";2023-05-18;"Femme";18;"Réunion";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_52f436796841427cbaddd8a25674aa2c"
"469";2023-05-18;"Femme";24;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_669425513858b296652b7e23dbfbdee4"
"470";2023-05-18;"Femme";19;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_3ee6882a8e58aa2513c01033ac7997b7"
"471";2023-05-18;"Femme";22;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_c3dfb30009d4c912ec956aecabc5012d"
"472";2023-05-18;"Femme";19;"France";"Aucun";"Non";"Faible";"Non";"ID_JUGEC_18_judge_819c81d35d7cdbabe3edf1714b8e31e7"
"473";2023-05-18;"Femme";15;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";NA
"474";2023-05-18;"Femme";45;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_7b8feda38dedbe361cd3f98881899f2f"
"475";2023-05-18;"Femme";45;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_5135df0091a198ba4d4bcf2b6096f585"
"476";2023-05-18;"Homme";26;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_a5f00f5ca76dd619b7f6484db8a94527"
"477";2023-05-18;"Homme";27;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_44a4de03f25aea60a11540562cf46926"
"478";2023-05-18;"Femme";66;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_5a94e2f738547f3e7107cf98c3eda998"
"479";2023-05-18;"Femme";23;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_59cfe0c494fe2ec80d756449b522269d"
"480";2023-05-18;"Femme";52;"French Guiana";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_753ba2f99565ac4fad62f45859ff0d0f"
"481";2023-05-18;"Femme";16;"France";"Aucun";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_b2a17c3f03c34643eb9d109e5e7eaa4e"
"482";2023-05-18;"Femme";51;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_b3fe40c457f839a5703271339d3ee676"
"483";2023-05-18;"Femme";20;"France";"Bac+3";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_f6174413e148c67ffa3401f295cd4211"
"484";2023-05-18;"Femme";18;"French Guiana";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_da388a26b4ecac4507d5b87f6ad7e92c"
"485";2023-05-18;"Femme";65;"Réunion";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_2aee227d84962fbe995212baa4e0191c"
"486";2023-05-18;"Femme";27;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_c46a3b0285b97a34b1564372ab21f080"
"487";2023-05-18;"Femme";22;"Réunion";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_169568133bbb82c8bea1a1fcd967b6ae"
"488";2023-05-18;"Femme";49;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_c8ff63d643366fb595c5c4f43760278f"
"489";2023-05-18;"Femme";38;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_e14cfa7d80b47215ccbece307f010252"
"490";2023-05-18;"Femme";35;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_70373d5528195e90d07fa24197fce3c2"
"491";2023-05-18;"Homme";38;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_42725df6a90ed10bea1f7d7197083d1c"
"492";2023-05-18;"Homme";28;"Brazil";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_1974f9817e76fd755036f2aceed065c9"
"493";2023-05-19;"Femme";24;"Andorra";"Bac+5";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_6e747329b2479e6b8fb417495abf5a18"
"494";2023-05-19;"Femme";27;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_d2b6422d488362bd9d0ff1910e584c7f"
"495";2023-05-19;"Homme";34;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_790e2357f264874e0fd5d299841b911e"
"496";2023-05-19;"Femme";36;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_6128f8b79fa9b8eaf17daaea9052bf6c"
"497";2023-05-19;"Homme";22;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_a4d14c65a2cc16cb7a37c2dfbf1bdf1f"
"498";2023-05-19;"Homme";29;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_53cde3d3fcffe6992418944e67edc4b7"
"499";2023-05-19;"Femme";35;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_5a8318e3102f2222904f9904ae473cf1"
"500";2023-05-19;"Femme";23;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_5dc7d1054cea9bac1051a2b20f70b3fe"
"501";2023-05-19;"Femme";21;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_40198b939d1883dcb4a031e113fec210"
"502";2023-05-19;"Femme";24;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_1696de298638aaff903be28227ba79d4"
"503";2023-05-19;"Homme";22;"France";"Bac+5";"Plongée bouteille";"Bonne";"Non";"ID_JUGEC_18_judge_47b785c0706d0a0f16689e286f7c0186"
"504";2023-05-19;"Femme";32;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_22ae415e7c321b47a9cade430ae30eb8"
"505";2023-05-19;"Femme";23;"France";"Bac+5";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_1ec0184a29354d38c948e4839dafa79e"
"506";2023-05-19;"Femme";43;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_2df11e4123ca8f1c43d5253b30dd5a92"
"507";2023-05-19;"Homme";32;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_e75ec608c22ac5398b2c303564a12c76"
"508";2023-05-19;"Femme";25;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_1fb053ab9654bf8e860e3c372e4de8a6"
"509";2023-05-19;"Homme";32;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_c4a4c2264a3e263bb32f6cb1759f9a90"
"510";2023-05-19;"Femme";28;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_3e8ad05c42db61680731432b970e7259"
"511";2023-05-19;"Femme";21;"French Polynesia";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_513f9c61640e4d6702baae3cbfbcffc3"
"512";2023-05-19;"Femme";54;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_d6dbe268dc631d9d2d33c85fc4ee0f47"
"513";2023-05-19;"Femme";34;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_2ea9d03d7436c5ccd7bfc94a8225d430"
"514";2023-05-19;"Femme";22;"French Southern Territories";"Bac+5";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_b1770b7a86ff66cb0dba2b5ed7d76756"
"515";2023-05-19;"Femme";33;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_684303459d0d59525c8435cffdb05789"
"516";2023-05-19;"Femme";26;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_f1082708ef32f5d176524550f51752de"
"517";2023-05-19;"Femme";23;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_22002797387c1ee24ff9f6547d4a4216"
"518";2023-05-19;"Homme";23;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_4881a264c11cf7463a9d0be7bf416afe"
"519";2023-05-19;"Femme";38;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_adab19935c71732f6543347bdfab474c"
"520";2023-05-19;"Femme";22;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_441a63150c7b77185fd6dc817f5b6abe"
"521";2023-05-19;"Homme";22;"France";"Bac+3";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_2a721259d1a0b44ba9a2ceb572249242"
"522";2023-05-19;"Femme";48;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_e9e77b8ee90f3d0f0a309f9941a875e1"
"523";2023-05-19;"Homme";24;"France";"Bac+3";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_74bf96d470419ec8612347b2d6db2332"
"524";2023-05-19;"Femme";36;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_2e2c2f0e637f3d47b9ede36bc80a3de7"
"525";2023-05-19;"Femme";39;"Canada";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_9bcca8653024d406938b7b699eb1aa89"
"526";2023-05-19;"Homme";39;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_f4b33b0f3d47e7ef982e31f42b7a4296"
"527";2023-05-19;"Homme";7;"France";"Aucun";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_f8775190b1d5dbea766691b586090b30"
"528";2023-05-19;"Femme";50;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Oui";"ID_JUGEC_18_judge_79d6cd0d2e19c84f4385e9f12fea028f"
"529";2023-05-19;"Femme";38;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_0e4bfb2fec3e63df984337c9fdb35988"
"530";2023-05-19;"Homme";48;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Excellente";"Non";"ID_JUGEC_18_judge_64720fcc6a012d78e576cb5ef82a2f5f"
"531";2023-05-19;"Femme";42;"French Polynesia";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_5bd2ab32636b51618fe787e5da5b5c49"
"532";2023-05-19;"Homme";43;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_df6d2ed41766c55d9caf29ad522b9e87"
"533";2023-05-19;"Femme";37;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_1d51ab17c8dcdcd49dc8afe58779d3cb"
"534";2023-05-19;"Femme";52;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_efaf257b1720c36c80eff667e2c41a70"
"535";2023-05-19;"Femme";32;"France";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_c5c6cccbf0244f98c48276dd5649f4a9"
"536";2023-05-19;"Femme";32;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_3dd7ec63ac5318c97ad9a141297273ac"
"537";2023-05-19;"Homme";53;"France";"Bac+5";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_2bf07fd9429e83c95d9f45efc5c307ec"
"538";2023-05-19;"Femme";33;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_3cac6749c09e6f5746945c1596bb18b1"
"539";2023-05-19;"Homme";22;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_eee5910f1bc9f94c991e019bc5e660cd"
"540";2023-05-19;"Femme";30;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_b47180cc496c11a2ae927d77a4fec952"
"541";2023-05-19;"Femme";34;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_83f5b353db8206a0a130c1b40fb98f73"
"542";2023-05-19;"Femme";40;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_e810e22691a9e972e1c8c915c6934d1b"
"543";2023-05-19;"Femme";33;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_7fffc14c79dcf0fb8cf7add8e5fc528d"
"544";2023-05-19;"Homme";50;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_98858d369683cd01b596e20cbe29622a"
"545";2023-05-20;"Homme";54;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_606d51be4c2f888165762695603ed3af"
"546";2023-05-20;"Femme";52;"France";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_44b6f7f17f5f189c045a1b7f0cb76623"
"547";2023-05-20;"Femme";25;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_ca4bf623d21584b883540b9abcfd3b7e"
"548";2023-05-20;"Homme";15;"France";"Aucun";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_8fdcf9e58af228712028bb7f682671b7"
"549";2023-05-20;"Femme";37;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_d57a4a65aac38bc9049ca08abece0a77"
"550";2023-05-20;"Femme";66;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_398b40ae498f1e2f29f5085b63944558"
"551";2023-05-20;"Femme";54;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_1af9972bde01a9f6f0bfd8b7d5eb45c1"
"552";2023-05-20;"Femme";20;"Réunion";"Bac+3";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_5c0105e5d23cc64c587ea5c067146450"
"553";2023-05-20;"Femme";32;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_99b0a4915b389c076c1bc5caae7605eb"
"554";2023-05-20;"Femme";29;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_f6ffc612d4d131f3cf95fe5aac2ad64b"
"555";2023-05-20;"Homme";22;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_d11a37ff3e3a5cc08be8eb68b23abf48"
"556";2023-05-20;"Homme";42;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_c87419aaac9b423bc983c8d1404de690"
"557";2023-05-20;"Femme";41;"France";"Bac+8 (doctorat)";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_2e09684afde685a53bcf9eefd5dc0014"
"558";2023-05-20;"Femme";20;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_d18cf8a102398c8b9b18e6c1db84a9ea"
"559";2023-05-20;"Femme";46;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_ab76893007ecae04b35d84e3e179e665"
"560";2023-05-20;"Femme";22;"France";"Baccalauréat, Certificat professionnel (CAP, BEP)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_e87edef66d4f0bb37edb2edf8ce34af7"
"561";2023-05-20;"Femme";63;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_f02e70ace6345d4f12d0493305bb198f"
"562";2023-05-20;"Homme";27;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_4e76a4d2ff68d197f5e59e24920a9fa0"
"563";2023-05-21;"Femme";56;"French Southern Territories";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_76817e3d0a2042efa10a941f61e771fa"
"564";2023-05-21;"Femme";34;"France";"Bac+8 (doctorat)";"Non";"Bonne";"Non";"ID_JUGEC_18_judge_fb42a755596b387bfe259028d6be3d30"
"565";2023-05-21;"Femme";42;"French Southern Territories";"Bac+3";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_b60e0d56c65e81ccbbc8e65a592ff3ed"
"566";2023-05-21;"Homme";32;"Côte d'Ivoire";"Bac+8 (doctorat)";"Non";"Faible";"Non";"ID_JUGEC_18_judge_23864703cf5338695b6b965f633df024"
"567";2023-05-21;"Femme";27;"France";"Certificat d'étude";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_e7b1bf6bb7c0858cfb6b4bee2e976f42"
"568";2023-05-21;"Femme";27;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_9cba81d5fd55646e9490c2e83e0dc0af"
"569";2023-05-21;"Femme";21;"French Southern Territories";"Bac+3";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_5e93dc1b668922d0ea135265622759ac"
"570";2023-05-21;"Femme";33;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_e5b0660cbe6692918964d0bae888e143"
"571";2023-05-21;"Autre";30;"France";"Bac+5";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_0e473f65e30ec3f3cf7fa4abfcd0a349"
"572";2023-05-21;"Femme";50;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_40d09cff6a708e09d4d38d97bd5ec9cd"
"573";2023-05-21;"Femme";50;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_248315afa9c0c22fb1797d013cf96895"
"574";2023-05-21;"Homme";55;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_1d7dc4a499738ab096ed128731a359b5"
"575";2023-05-21;"Homme";25;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_40a451195eabe52f4c73009c100625c3"
"576";2023-05-21;"Homme";38;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Oui";"ID_JUGEC_18_judge_8500d0d62f1a0aee6f66262d2e693845"
"577";2023-05-21;"Femme";39;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_ff1720bcade581713f51c5d90e4d16f1"
"578";2023-05-21;"Homme";43;"France";"Bac+3";"Les deux";"Faible";"Oui";"ID_JUGEC_18_judge_d263aace884e5be00f2c7d4b515f1f40"
"579";2023-05-21;"Homme";68;"New Caledonia";"Bac+3";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_c0fe3569d7795f96ffb4881bfd450310"
"580";2023-05-21;"Femme";67;"France";"Bac+3";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_6675c865b2111ced1b5aa8b967f3f54b"
"581";2023-05-22;"Homme";27;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_1391ada7c6e2b07d2621b213cc46d899"
"582";2023-05-22;"Femme";66;"Senegal";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_edcda0a952b8f9a8e10af32f1727d6f7"
"583";2023-05-22;"Femme";42;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_739a5b5756b80dbdb6e60c84f5e4662b"
"584";2023-05-22;"Homme";55;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_a333a994ced024fbfce8c80dec0d9a8a"
"585";2023-05-22;"Homme";33;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_ea7b4d155a9c17266f77075e79e6ac8e"
"586";2023-05-22;"Femme";21;"Réunion";"Bac+3";"Plongée masque et tuba";"Moyenne";"Non";"ID_JUGEC_18_judge_aad32a491bfe4e0b5068459dc2a02f4c"
"587";2023-05-22;"Homme";29;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Excellente";"Non";"ID_JUGEC_18_judge_6eb820ef037bf97fb27f03ab090cae96"
"588";2023-05-22;"Femme";24;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_3e39a0585e8a395e0c32a75445ed4bb4"
"589";2023-05-22;"Homme";24;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_e910655d3ae2ce314cb213c8c8275e21"
"590";2023-05-22;"Femme";20;"France";"Bac+3";"Non";"Faible";"Non";"ID_JUGEC_18_judge_f12ea4b05fb9680fbc02150754053797"
"591";2023-05-22;"Autre";24;"France";"Bac+5";"Non";"Faible";"Non";"ID_JUGEC_18_judge_7cd8856b6cc147c053e9dcaf94fceec7"
"592";2023-05-22;"Femme";36;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_f39741623ed1c076b4083cd4a6a99b54"
"593";2023-05-22;"Homme";27;"France";"Bac+5";"Non";"Aucune";"Non";NA
"594";2023-05-22;"Femme";29;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_a2788d9c984669e81695929628dbf146"
"595";2023-05-22;"Homme";49;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_ec7014ef8e677cfc71c0ee7715b74518"
"596";2023-05-22;"Femme";28;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_7c8ad9b4d37f4af16ac9efd05db1a91f"
"597";2023-05-22;"Femme";25;"Italy";"Bac+5";"Plongée masque et tuba";"Bonne";"Non";"ID_JUGEC_18_judge_5f4924b807673e440cb6e8816cafc91d"
"598";2023-05-22;"Femme";30;"France";"Bac+5";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_e59baccebe8e49700e5db7f2e3f7412e"
"599";2023-05-22;"Femme";37;"France";"Bac+5";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_421d36a8a03930b98f5d6588125099a3"
"600";2023-05-22;"Homme";42;"France";"Bac+3";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_a7311a8ac8ec107d4311cdb6e20f4cf1"
"601";2023-05-22;"Homme";52;"France";"Bac+8 (doctorat)";"Les deux";"Aucune";"Oui";"ID_JUGEC_18_judge_6652a50bca623a15d73176b982aa8319"
"602";2023-05-22;"Femme";44;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_4e7fcf8917f8399a20fcee753d816dfa"
"603";2023-05-22;"Femme";48;"France";"Bac+8 (doctorat)";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_3210171021a66aec19a20b8f1d4a9664"
"604";2023-05-22;"Femme";53;"French Southern Territories";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_aa31855745daf661915902793ed8025b"
"605";2023-05-22;"Homme";26;"France";"Bac+5";"Plongée bouteille";"Faible";"Non";"ID_JUGEC_18_judge_d3ce072db5a4b51ac7c5f444468dad77"
"606";2023-05-22;"Homme";24;"France";"Bac+5";"Les deux";"Aucune";"Non";"ID_JUGEC_18_judge_7759c0e141f3f0b0f838651ac234284e"
"607";2023-05-22;"Homme";50;"France";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_9ecc8999f6b056adbb2cd231bc4ba676"
"608";2023-05-22;"Homme";27;"France";"Bac+5";"Plongée bouteille";"Aucune";"Non";"ID_JUGEC_18_judge_e745f44eee6ed76a441c940d117a1b13"
"609";2023-05-22;"Femme";25;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_92c2750c1d34d751fc575cd300c2d247"
"610";2023-05-22;"Femme";27;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_af43225edec48665f9fb7921a46e1fc5"
"611";2023-05-22;"Femme";38;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_81f043c506d2787fe1c3031245704f09"
"612";2023-05-22;"Femme";40;"France";"Bac+5";"Non";"Moyenne";"Non";"ID_JUGEC_18_judge_d0b9202e24af49fdbace57fd2ca1b320"
"613";2023-05-22;"Femme";30;"France";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_9ab843dd004dc217210b84d04cafe1d4"
"614";2023-05-22;"Femme";50;"France";"Bac+8 (doctorat)";"Non";"Aucune";"Non";"ID_JUGEC_18_judge_74e3afbea0e3ddd47145ab07100185ed"
"615";2023-05-22;"Femme";49;"France";"Bac+3";"Non";"Aucune";"Oui";"ID_JUGEC_18_judge_ac1ef88e7946856fdf249508f9a2652e"
"616";2023-05-22;"Femme";31;"France";"Bac+3";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_679047bac6ce035e68dd581a0f8e10ce"
"617";2023-05-22;"Femme";24;"France";"Bac+5";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_89c4a371d31a52153073a892d48afcfe"
"618";2023-05-22;"Homme";31;"France";"Bac+8 (doctorat)";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_21fa8201867b782e9d0a59b48a22d338"
"619";2023-05-22;"Femme";33;"France";"Bac+5";"Les deux";"Excellente";"Non";"ID_JUGEC_18_judge_affc661d30269407eb7f670649455701"
"620";2023-05-23;"Femme";32;"New Caledonia";"Bac+5";"Les deux";"Moyenne";"Non";"ID_JUGEC_18_judge_e1fa0684f015f1d84c0ad09dcd7e8e82"
"621";2023-05-23;"Femme";30;"France";"Bac+8 (doctorat)";"Les deux";"Bonne";"Non";"ID_JUGEC_18_judge_e51cc3494442d698b33ad0c7b1eeefe7"
"622";2023-05-23;"Femme";37;"France";"Bac+5";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_f8c62020670671d7a8ad631758cb2b3e"
"623";2023-05-23;"Homme";26;"France";"Bac+8 (doctorat)";"Plongée masque et tuba";"Faible";"Non";"ID_JUGEC_18_judge_9a1123fc6f7a3626b4b459045ef23f10"
"624";2023-05-23;"Homme";23;"France";"Bac+5";"Plongée masque et tuba";"Aucune";"Non";"ID_JUGEC_18_judge_22e132b2bd69bbf7acaeaffd891f275d"
"625";2023-05-23;"Femme";39;"Italy";"Bac+8 (doctorat)";"Les deux";"Faible";"Non";"ID_JUGEC_18_judge_803ffcf29a1ea67267a437eac93eea60"
"626";2023-05-23;"Femme";25;"France";"Bac+5";"Plongée bouteille";"Bonne";"Non";"ID_JUGEC_18_judge_50005a1d89ccc8818ddc7c5bbc779cf7"
"627";2023-05-23;"Femme";48;"France";"Bac+3";"Plongée bouteille";"Moyenne";"Non";"ID_JUGEC_18_judge_b59b306bd5ea58e51cb74c7565278db7"
